Nonce,Result
10637,1.19
10638,1.4
10639,25.42
10640,1.5
10641,3.12
10642,5.6
10643,1.1
10644,1.02
10645,4.36
10646,1.27
10647,2.42
10648,2.7
10649,1.28
10650,16.29
10651,1.39
10652,2.89
10653,6.04
10654,3.23
10655,1.5
10656,3.27
10657,7.92
10658,4.0
10659,4.06
10660,7.2
10661,2.66
10662,5.77
10663,1.47
10664,4.19
10665,1.66
10666,4.97
10667,1.53
10668,61.87
10669,19.99
10670,2.52
10671,2.52
10672,5.13
10673,7.61
10674,1.52
10675,1.2
10676,1.3
10677,1.4
10678,1.36
10679,6.47
10680,11.48
10681,1.85
10682,1.79
10683,1.55
10684,4.93
10685,1.84
10686,46.95
10687,4.98
10688,2.0
10689,1.14
10690,1.36
10691,17.9
10692,6.56
10693,1.54
10694,4.24
10695,1.77
10696,2.58
10697,11.95
10698,8.45
10699,22.27
10700,3.59
10701,2.59
10702,2.2
10703,2.1
10704,1.63
10705,1.28
10706,32.29
10707,1.48
10708,1.12
10709,10.22
10710,2.1
10711,13.77
10712,2.54
10713,1.43
10714,2.67
10715,5.54
10716,3.82
10717,3.27
10718,3.71
10719,2.62
10720,3.45
10721,2.5
10722,3.41
10723,1.31
10724,1.18
10725,1.27
10726,1.01
10727,1.79
10728,12.99
10729,1.32
10730,1.64
10731,3.01
10732,3.53
10733,2.06
10734,116.82
10735,17.46
10736,8.2
10737,3.18
10738,1.06
10739,1.0
10740,1.01
10741,20.18
10742,1.59
10743,2.06
10744,19.59
10745,4.4
10746,4.18
10747,1.03
10748,8.06
10749,2.27
10750,1.46
10751,2.38
10752,2.66
10753,7.26
10754,1.15
10755,1.68
10756,19.02
10757,1.07
10758,5.15
10759,4.49
10760,1.16
10761,1.27
10762,2.32
10763,2.0
10764,3.82
10765,3.69
10766,7.0
10767,1.17
10768,2.65
10769,1.17
10770,20.85
10771,6.3
10772,2.96
10773,2.37
10774,9.32
10775,471.13
10776,8.1
10777,1.58
10778,3.24
10779,2.81
10780,1.31
10781,3.27
10782,6.4
10783,1.63
10784,1.03
10785,146.39
10786,8.07
10787,1.25
10788,8.07
10789,4.24
10790,79.9
10791,3.17
10792,2.81
10793,1.78
10794,2.46
10795,1.25
10796,3.27
10797,6.54
10798,9.25
10799,2.84
10800,1.22
10801,5.87
10802,18.46
10803,4.32
10804,1.92
10805,4.21
10806,4.08
10807,36.31
10808,1.13
10809,15.61
10810,2.45
10811,2.79
10812,1.04
10813,3.61
10814,1.76
10815,2.34
10816,5.04
10817,1.31
10818,25.69
10819,11.41
10820,2.32
10821,1.53
10822,2.57
10823,1.87
10824,6.42
10825,2.07
10826,1.3
10827,16.92
10828,1.99
10829,11.16
10830,1.7
10831,2.6
10832,5.15
10833,1.67
10834,3.24
10835,23.21
10836,2.11
10837,1.07
10838,3.66
10839,1.54
10840,3.17
10841,5.29
10842,3.02
10843,2.42
10844,1.06
10845,9.7
10846,1.13
10847,1.12
10848,6.6
10849,1.3
10850,15.54
10851,2.18
10852,1.03
10853,1.78
10854,1.89
10855,2.95
10856,2.02
10857,1.12
10858,3.25
10859,3.12
10860,3.68
10861,1.24
10862,4.01
10863,1.1
10864,7.53
10865,3.16
10866,1.92
10867,3.99
10868,4.93
10869,2.79
10870,1.09
10871,4.1
10872,1.18
10873,4.61
10874,4.4
10875,1.1
10876,1.11
10877,4.38
10878,4.25
10879,4.18
10880,1.03
10881,1.52
10882,1.95
10883,3.0
10884,1.25
10885,1
10886,1.65
10887,5.84
10888,3.68
10889,1.03
10890,8.34
10891,4.71
10892,1.75
10893,1.53
10894,1.6
10895,1.98
10896,1.19
10897,9.93
10898,1.0
10899,1.72
10900,24.28
10901,1.99
10902,1.84
10903,1.07
10904,16.81
10905,1.47
10906,1.15
10907,4.81
10908,2.89
10909,3.13
10910,1.08
10911,1.19
10912,3.14
10913,5.92
10914,1.14
10915,3.06
10916,12.46
10917,1.69
10918,27.84
10919,1.16
10920,1.21
10921,1.16
10922,2.92
10923,1.66
10924,1.31
10925,10.74
10926,51.67
10927,8.29
10928,1.05
10929,1.15
10930,1.9
10931,13.55
10932,16.3
10933,1.11
10934,2.02
10935,1.72
10936,1.04
10937,6.7
10938,3.03
10939,1.99
10940,1.52
10941,1.46
10942,2.06
10943,1.35
10944,9.9
10945,5.46
10946,2.59
10947,3.25
10948,1.0
10949,8.65
10950,2.3
10951,1.41
10952,2.71
10953,1.34
10954,2.01
10955,1.12
10956,5.1
10957,1.06
10958,1.89
10959,3.81
10960,1.89
10961,4.72
10962,1.6
10963,2.11
10964,24.17
10965,1.09
10966,2.24
10967,1.04
10968,1.34
10969,2.03
10970,2.02
10971,8.6
10972,49.76
10973,5.95
10974,2.24
10975,5.74
10976,1.24
10977,1.86
10978,25.49
10979,12.31
10980,1.6
10981,2.21
10982,6.91
10983,7.32
10984,1.49
10985,85.66
10986,1.03
10987,3.35
10988,8.48
10989,2.14
10990,1.13
10991,1.08
10992,4.09
10993,1.1
10994,1.64
10995,1.54
10996,1.15
10997,6.88
10998,40.26
10999,3.97
11000,3.87
11001,2.69
11002,1.45
11003,6.53
11004,17.77
11005,54.65
11006,2.05
11007,2.47
11008,2.55
11009,4.24
11010,4.37
11011,1.76
11012,36.58
11013,6.32
11014,3.54
11015,3.38
11016,52.86
11017,1.84
11018,1.74
11019,4.58
11020,20.9
11021,2.66
11022,2.18
11023,6.3
11024,1.84
11025,1.06
11026,1.1
11027,2.19
11028,1.63
11029,1.81
11030,1.01
11031,2.24
11032,1.04
11033,1.55
11034,4.97
11035,1.06
11036,3.52
11037,21.04
11038,6.37
11039,1.36
11040,50.15
11041,5.54
11042,1.07
11043,1.83
11044,1.52
11045,1.48
11046,8.88
11047,1.28
11048,2.09
11049,4.76
11050,8.22
11051,5.83
11052,1.81
11053,4.41
11054,2.19
11055,6.03
11056,96.35
11057,2.22
11058,1.36
11059,1.76
11060,2.89
11061,1.97
11062,1.14
11063,14.69
11064,1.37
11065,1.39
11066,2.02
11067,1.35
11068,15.5
11069,1.1
11070,1.28
11071,1.05
11072,1.64
11073,1.98
11074,4.35
11075,18.97
11076,1.35
11077,3.26
11078,8.54
11079,1.13
11080,4.07
11081,1.07
11082,2.07
11083,7.23
11084,2.46
11085,3.08
11086,4.52
11087,1.43
11088,55.2
11089,2.63
11090,2.48
11091,1.67
11092,1.37
11093,1.85
11094,3.76
11095,1.14
11096,2.34
11097,1.51
11098,1.23
11099,2.93
11100,1.06
11101,2.42
11102,6.24
11103,1.26
11104,1.53
11105,1.16
11106,1.04
11107,2.79
11108,6.44
11109,3.91
11110,2.64
11111,1.71
11112,3.44
11113,1.04
11114,2.37
11115,8.58
11116,2.61
11117,13.2
11118,1.57
11119,6.38
11120,1.71
11121,2.69
11122,1.58
11123,2.6
11124,1.82
11125,2.33
11126,1.07
11127,1.27
11128,2.89
11129,1.2
11130,34.91
11131,1.44
11132,1.0
11133,1.4
11134,57.53
11135,1.65
11136,1.05
11137,4.45
11138,1.6
11139,7.95
11140,6.23
11141,3.35
11142,4.2
11143,1.42
11144,1.57
11145,3.3
11146,1.05
11147,2.01
11148,1.01
11149,3.78
11150,1.41
11151,1.84
11152,1.58
11153,4.95
11154,10.13
11155,2.23
11156,1.17
11157,3.63
11158,15.89
11159,1.89
11160,1.65
11161,1.47
11162,194.14
11163,1.07
11164,11.04
11165,3.0
11166,2.0
11167,3.24
11168,1.08
11169,2.26
11170,1.59
11171,1.5
11172,12.66
11173,8.84
11174,1.3
11175,1.16
11176,4.49
11177,1.03
11178,1.63
11179,8.41
11180,1.88
11181,1.58
11182,4.04
11183,1.79
11184,1.5
11185,1.3
11186,1.31
11187,53.6
11188,1.13
11189,9.31
11190,2.55
11191,1.79
11192,1.32
11193,826.57
11194,1.61
11195,1.06
11196,1.1
11197,1.38
11198,1.09
11199,2.29
11200,1.44
11201,1.24
11202,5.61
11203,6.41
11204,8.11
11205,1.57
11206,1.35
11207,1.24
11208,2.5
11209,2.26
11210,1.2
11211,1.5
11212,3.69
11213,1.29
11214,1.48
11215,2.1
11216,2.14
11217,1.19
11218,5.64
11219,2.26
11220,1.21
11221,85.0
11222,5.86
11223,2.31
11224,2.69
11225,1.86
11226,2.39
11227,2.77
11228,3.04
11229,1.03
11230,7.45
11231,1.09
11232,2.79
11233,2.08
11234,2.99
11235,21.49
11236,1.24
11237,13.05
11238,33.35
11239,1.66
11240,1.97
11241,32.45
11242,308.09
11243,1.16
11244,1.16
11245,32.09
11246,1.52
11247,2.44
11248,2.91
11249,1.75
11250,1.47
11251,2.84
11252,1.04
11253,1.67
11254,1.67
11255,258.89
11256,1.79
11257,1.28
11258,7.11
11259,1.86
11260,1.78
11261,1.89
11262,7.06
11263,3.17
11264,1.6
11265,4.67
11266,1.84
11267,2.14
11268,7.59
11269,2.3
11270,2.12
11271,1.11
11272,1.79
11273,25.89
11274,5.77
11275,45.46
11276,1.01
11277,1.03
11278,1.53
11279,1.78
11280,1.0
11281,1.75
11282,1.92
11283,2.06
11284,1.72
11285,2.18
11286,1.21
11287,1.67
11288,1.1
11289,1
11290,1.18
11291,3.69
11292,2.02
11293,9.49
11294,1.16
11295,1.17
11296,3.77
11297,5.47
11298,1.48
11299,3.15
11300,6.44
11301,1.59
11302,1.35
11303,3.01
11304,1.91
11305,3.06
11306,1.17
11307,1.91
11308,5.78
11309,6.28
11310,1
11311,1.22
11312,1.24
11313,1.17
11314,9.5
11315,1.57
11316,1.15
11317,3.28
11318,1.16
11319,1.18
11320,4.02
11321,5.64
11322,1.02
11323,1.27
11324,5.83
11325,5.01
11326,1.44
11327,1.6
11328,7.53
11329,3.39
11330,1.68
11331,1.07
11332,1.95
11333,1.5
11334,1.12
11335,1.19
11336,1.09
11337,2.0
11338,1.9
11339,13.56
11340,1.93
11341,1.02
11342,1.34
11343,1.2
11344,8.56
11345,2.75
11346,5.45
11347,1.98
11348,4.65
11349,1.8
11350,1
11351,1.2
11352,1.28
11353,1.04
11354,1.84
11355,4.73
11356,5.99
11357,3.99
11358,1.2
11359,3.85
11360,11.36
11361,4.49
11362,2.45
11363,1.57
11364,1.14
11365,1.81
11366,2.41
11367,1.72
11368,1.42
11369,1.15
11370,2.41
11371,1.28
11372,1.34
11373,1.34
11374,540.34
11375,7.48
11376,1.85
11377,1.34
11378,2.76
11379,4.27
11380,1.91
11381,5.17
11382,1.12
11383,4.48
11384,1.07
11385,36.03
11386,1.04
11387,2.07
11388,1.26
11389,1.34
11390,2.02
11391,3.63
11392,1.16
11393,2.09
11394,8.03
11395,1.37
11396,3.51
11397,102.32
11398,1.94
11399,1.45
11400,2.33
11401,4.12
11402,2.12
11403,5.82
11404,10.42
11405,5.87
11406,186.22
11407,1.46
11408,2.84
11409,1.1
11410,1.8
11411,1.35
11412,7.5
11413,1.01
11414,1.13
11415,2.24
11416,1.19
11417,1.1
11418,1.16
11419,1.9
11420,1.19
11421,2.5
11422,1.21
11423,4.8
11424,9.28
11425,7.48
11426,1.27
11427,1.76
11428,1.47
11429,2.44
11430,2.4
11431,2.97
11432,1.61
11433,2.18
11434,1.28
11435,1.19
11436,1.41
11437,1.04
11438,1.21
11439,1.21
11440,14.54
11441,1.35
11442,2.01
11443,1.77
11444,4.15
11445,1.6
11446,1.05
11447,19.76
11448,1.16
11449,7.16
11450,1.49
11451,1.72
11452,1.56
11453,6.28
11454,1.51
11455,1.12
11456,4.51
11457,2.31
11458,9.94
11459,2.29
11460,2.08
11461,1.11
11462,11.03
11463,2.53
11464,1.74
11465,1.78
11466,1.15
11467,1.0
11468,1.29
11469,1.06
11470,7.38
11471,3.35
11472,32.42
11473,5.08
11474,2.01
11475,2.56
11476,3.57
11477,24.26
11478,3.45
11479,1.24
11480,2.93
11481,1.2
11482,1.28
11483,3.16
11484,28.2
11485,1.58
11486,2.38
11487,9.5
11488,18.24
11489,2.29
11490,2123.0
11491,1.0
11492,2.3
11493,1.65
11494,1.34
11495,1
11496,1.09
11497,16.49
11498,1.21
11499,2.3
11500,1.85
11501,2.48
11502,1.19
11503,1.33
11504,2.72
11505,1.04
11506,1.47
11507,1.68
11508,7.44
11509,2.16
11510,4.84
11511,49.04
11512,1.56
11513,1.34
11514,1.3
11515,2.58
11516,2.41
11517,2.17
11518,4.98
11519,1.73
11520,1.39
11521,1.66
11522,2.93
11523,9.9
11524,1.08
11525,1.15
11526,2.12
11527,8.99
11528,11.1
11529,2.16
11530,2.25
11531,12.63
11532,1.73
11533,1.11
11534,32.83
11535,1.54
11536,1.14
11537,9.42
11538,2.52
11539,2.52
11540,3.18
11541,1.94
11542,1.75
11543,2.42
11544,2.36
11545,5.4
11546,1.08
11547,2.61
11548,21.48
11549,3.07
11550,1.23
11551,1.1
11552,2.91
11553,1.29
11554,1.34
11555,1.74
11556,10.83
11557,1.95
11558,40.6
11559,1.32
11560,3.09
11561,1.32
11562,1.04
11563,1.24
11564,1.36
11565,2.03
11566,1.13
11567,1.17
11568,5.13
11569,1.11
11570,3.03
11571,4.49
11572,7.12
11573,1.09
11574,10.03
11575,13.5
11576,2.32
11577,1.95
11578,2.28
11579,1.66
11580,1.74
11581,3.2
11582,2.15
11583,6.7
11584,1
11585,1.11
11586,1.1
11587,1.5
11588,1.35
11589,4.08
11590,1.24
11591,2.51
11592,1.25
11593,1.61
11594,4.57
11595,1.16
11596,1.03
11597,34.74
11598,2.28
11599,2.65
11600,11.37
11601,1.77
11602,2.13
11603,2.74
11604,8.26
11605,3.02
11606,1.03
11607,6.16
11608,1.0
11609,1.76
11610,21.5
11611,2.62
11612,1.8
11613,15.03
11614,12.22
11615,2.43
11616,1.79
11617,5.36
11618,1.35
11619,2.23
11620,1.22
11621,1.81
11622,1.56
11623,1.71
11624,2.79
11625,1.73
11626,1.14
11627,2.01
11628,6.4
11629,1.76
11630,1.13
11631,1.71
11632,6.07
11633,1.9
11634,2.81
11635,9.4
11636,33.9
11637,1.59
11638,1.51
11639,1.81
11640,1.44
11641,1.03
11642,1.31
11643,2.25
11644,2.06
11645,13.51
11646,3.2
11647,23.22
11648,1.49
11649,2.23
11650,1.52
11651,1.53
11652,1.05
11653,1.07
11654,12.65
11655,19.14
11656,1.16
11657,1.47
11658,2.21
11659,1.03
11660,1.61
11661,2.58
11662,13.71
11663,2.66
11664,1.14
11665,5.33
11666,1.27
11667,1.07
11668,1.36
11669,1.29
11670,15.0
11671,1.02
11672,7.12
11673,2.67
11674,73.47
11675,3.5
11676,1.0
11677,1.97
11678,12.92
11679,1.36
11680,1.78
11681,114.18
11682,11.16
11683,2.2
11684,1.92
11685,1.85
11686,1.65
11687,41.19
11688,1.76
11689,1.07
11690,27.05
11691,1.9
11692,1.71
11693,23.95
11694,2.44
11695,1.08
11696,1.32
11697,2.38
11698,2.49
11699,12.4
11700,1.1
11701,3.79
11702,1.33
11703,3.43
11704,1.72
11705,1.08
11706,1.13
11707,6.36
11708,5.0
11709,1.09
11710,1.26
11711,4.61
11712,3.54
11713,1.24
11714,3.75
11715,1.21
11716,2.02
11717,1.48
11718,1.5
11719,1.99
11720,1.11
11721,2.26
11722,24.46
11723,1.0
11724,7.56
11725,1.19
11726,1.9
11727,2.14
11728,1.17
11729,2.46
11730,2.01
11731,1.23
11732,2.92
11733,2.12
11734,6.54
11735,2.24
11736,6.31
11737,1.97
11738,2.77
11739,1.8
11740,3.9
11741,7.54
11742,2.46
11743,1.96
11744,1.9
11745,3.52
11746,1.44
11747,1.11
11748,3.97
11749,1.35
11750,1.5
11751,5.95
11752,1.78
11753,3.03
11754,1.74
11755,21.55
11756,1.05
11757,23.96
11758,1.7
11759,3.21
11760,1.5
11761,1.1
11762,2.67
11763,1.82
11764,1.01
11765,3.31
11766,1.28
11767,1.02
11768,27.98
11769,7.74
11770,2.4
11771,1.86
11772,1.8
11773,1.18
11774,1.01
11775,5.37
11776,1.43
11777,2.99
11778,1.31
11779,1.0
11780,7.76
11781,27.41
11782,5.78
11783,1.33
11784,2.69
11785,2.05
11786,5.7
11787,4.68
11788,3.36
11789,1.16
11790,3.33
11791,1.68
11792,2.3
11793,23.13
11794,1.05
11795,1.14
11796,1836.98
11797,3.37
11798,1.42
11799,6.16
11800,1.7
11801,4.77
11802,3.29
11803,8.42
11804,2.85
11805,1.4
11806,1.16
11807,2.0
11808,1.25
11809,54.14
11810,1.85
11811,1.76
11812,1.24
11813,1.48
11814,22.15
11815,27.6
11816,3.3
11817,1.17
11818,1.16
11819,1.13
11820,1.29
11821,1.37
11822,3.88
11823,1.68
11824,1.09
11825,1.82
11826,6.36
11827,1.05
11828,1.13
11829,1.6
11830,1.32
11831,1.0
11832,3.48
11833,1.03
11834,7.58
11835,1.29
11836,9.01
11837,2.97
11838,2.69
11839,1.27
11840,6.42
11841,5.91
11842,1.12
11843,1.39
11844,1.65
11845,20.16
11846,2.73
11847,2.03
11848,1.49
11849,1.53
11850,2.09
11851,9.62
11852,1.12
11853,8.44
11854,1.3
11855,1.4
11856,1.04
11857,2.28
11858,3.56
11859,3.5
11860,2.41
11861,340.83
11862,1.03
11863,1.22
11864,2.25
11865,167.14
11866,1.36
11867,1.37
11868,1.69
11869,2.43
11870,4.11
11871,2.59
11872,3.92
11873,1.45
11874,1.05
11875,1.08
11876,3.69
11877,1.34
11878,24.48
11879,1.62
11880,2.07
11881,1.27
11882,16.14
11883,1.46
11884,14.58
11885,1.51
11886,2.01
11887,5.12
11888,2.58
11889,10.12
11890,56.99
11891,1.27
11892,2.28
11893,17.41
11894,16.5
11895,8.5
11896,15.43
11897,3.97
11898,11.55
11899,3.74
11900,2.47
11901,4.09
11902,2.14
11903,10.01
11904,4.6
11905,3.14
11906,43.27
11907,1.79
11908,2.99
11909,1.46
11910,4.25
11911,3.94
11912,1.44
11913,1.3
11914,1.25
11915,1.98
11916,2.14
11917,1.53
11918,1156.7
11919,1.11
11920,1.37
11921,10.26
11922,1.29
11923,1.81
11924,21.18
11925,58.06
11926,1.02
11927,1.24
11928,3.39
11929,1.58
11930,14.07
11931,3.52
11932,2.72
11933,2.27
11934,7.71
11935,1.01
11936,2.28
11937,1.54
11938,1.48
11939,1.17
11940,1.33
11941,1.51
11942,1.31
11943,56.47
11944,2.28
11945,1.62
11946,1.72
11947,1.04
11948,3.43
11949,5.08
11950,2.5
11951,1.38
11952,3.03
11953,4.83
11954,28.71
11955,1.01
11956,1.25
11957,1.79
11958,1.64
11959,12.05
11960,1.09
11961,1.49
11962,1.55
11963,15.96
11964,5.58
11965,1.41
11966,1.63
11967,6.22
11968,1.7
11969,1.98
11970,1
11971,1.76
11972,3.85
11973,3.01
11974,1.93
11975,1.23
11976,1.21
11977,1.67
11978,6.34
11979,1.74
11980,3.32
11981,1.11
11982,1.26
11983,2.13
11984,2.62
11985,1.28
11986,1.0
11987,2.93
11988,1.49
11989,1.05
11990,1.03
11991,1.48
11992,3.81
11993,4.04
11994,1.03
11995,1.95
11996,9.04
11997,202.33
11998,2.72
11999,44.76
12000,3.57
12001,2.6
12002,1.16
12003,2.97
12004,1.27
12005,33.69
12006,1.75
12007,2.29
12008,1.61
12009,1.88
12010,1.08
12011,1.38
12012,3.96
12013,1.51
12014,1.08
12015,1.53
12016,1.39
12017,1.4
12018,1.33
12019,1.56
12020,3.69
12021,5.59
12022,4.3
12023,1.18
12024,2.92
12025,5.5
12026,3.16
12027,6.27
12028,3.04
12029,1.12
12030,1.25
12031,1.26
12032,3.21
12033,4.95
12034,1.42
12035,1.73
12036,2.98
12037,27.14
12038,4.75
12039,5.74
12040,1.86
12041,1.29
12042,9.09
12043,1.3
12044,2.65
12045,3.95
12046,1.71
12047,1.89
12048,2.41
12049,92.08
12050,2.41
12051,2.57
12052,1.39
12053,2.22
12054,1.26
12055,1.21
12056,1.14
12057,1.23
12058,1.05
12059,1.57
12060,1.28
12061,2.24
12062,2.28
12063,3.18
12064,1.25
12065,1.28
12066,3.64
12067,1.1
12068,2.17
12069,18.96
12070,3.63
12071,1
12072,1
12073,1.27
12074,1.71
12075,1.05
12076,3.69
12077,2.12
12078,2.53
12079,31.96
12080,1.57
12081,1.54
12082,3.65
12083,2.96
12084,2.82
12085,7.9
12086,1.26
12087,2.2
12088,11.9
12089,3.92
12090,2.31
12091,2.61
12092,6.55
12093,4.42
12094,13.83
12095,2.52
12096,1.06
12097,30.72
12098,1.23
12099,1.79
12100,2.35
12101,3.79
12102,1.37
12103,1.54
12104,3.77
12105,8.06
12106,1.36
12107,1.66
12108,18.37
12109,63.54
12110,4.79
12111,1.22
12112,5.79
12113,2.09
12114,2.12
12115,27.81
12116,5.46
12117,1.71
12118,2.27
12119,2.43
12120,2.95
12121,4.75
12122,2.2
12123,1.14
12124,10.44
12125,6.17
12126,2.76
12127,1.6
12128,8.9
12129,1.46
12130,21.71
12131,1.99
12132,1.17
12133,1.76
12134,38.99
12135,3.88
12136,1.93
12137,13.24
12138,2.85
12139,1.04
12140,5.63
12141,2.08
12142,1.11
12143,4.62
12144,11.71
12145,4.33
12146,1.01
12147,5.41
12148,1.19
12149,2.45
12150,10.03
12151,80.4
12152,15.77
12153,2.96
12154,25.07
12155,6.66
12156,1.7
12157,1.19
12158,3.26
12159,2.81
12160,1.78
12161,1.05
12162,2.9
12163,1.14
12164,1.57
12165,1.35
12166,5.33
12167,4.19
12168,3.39
12169,1.4
12170,1.09
12171,1.2
12172,1.98
12173,1.02
12174,5.16
12175,5.27
12176,3.28
12177,2.06
12178,16.42
12179,8.03
12180,1.29
12181,7.7
12182,6.27
12183,1.25
12184,4.11
12185,1.08
12186,9.41
12187,2.04
12188,8.74
12189,1.08
12190,1.62
12191,1.23
12192,1.65
12193,4.19
12194,1.2
12195,1.16
12196,1.42
12197,11.55
12198,2.61
12199,1.52
12200,2.41
12201,2.61
12202,1.54
12203,3.71
12204,1.37
12205,2.86
12206,1.93
12207,28.72
12208,1.32
12209,4.81
12210,1.93
12211,1.72
12212,2.27
12213,1
12214,4.13
12215,1.09
12216,1.41
12217,1.42
12218,5.41
12219,11.36
12220,1.47
12221,1.03
12222,18.49
12223,1.07
12224,3.31
12225,1.27
12226,2.71
12227,3.02
12228,2.52
12229,1.43
12230,1.65
12231,2.55
12232,1.08
12233,1.42
12234,3.22
12235,3.96
12236,1.96
12237,1.01
12238,13.3
12239,1.29
12240,5.19
12241,6.18
12242,1.32
12243,1.01
12244,3.1
12245,1.3
12246,3.2
12247,28.28
12248,1.39
12249,1.2
12250,9.42
12251,44.75
12252,1
12253,8.68
12254,1.28
12255,1.94
12256,1.1
12257,2.29
12258,4.11
12259,4.82
12260,1.41
12261,3.57
12262,6.57
12263,1.9
12264,2.96
12265,2.29
12266,1.61
12267,2.23
12268,1.04
12269,1.11
12270,1.18
12271,28.84
12272,1.1
12273,2.93
12274,1.12
12275,2.11
12276,2.73
12277,3.08
12278,1.05
12279,1.02
12280,1.4
12281,1.3
12282,1.03
12283,2.42
12284,2.31
12285,2.11
12286,1.2
12287,1.47
12288,1.56
12289,2.02
12290,1.2
12291,1.76
12292,3.9
12293,73.73
12294,1.15
12295,16.56
12296,4.99
12297,5.91
12298,1.1
12299,89.16
12300,1.1
12301,1.09
12302,1.02
12303,1.37
12304,8.26
12305,7.37
12306,1.53
12307,1.29
12308,1.35
12309,1.68
12310,1.33
12311,3.26
12312,1.0
12313,1.13
12314,1.08
12315,1.25
12316,1.2
12317,1.42
12318,1.03
12319,9.58
12320,11.13
12321,1.13
12322,4.33
12323,1.06
12324,1.36
12325,2.32
12326,3.38
12327,1.63
12328,1.0
12329,1.16
12330,60.52
12331,1.0
12332,1.62
12333,6.83
12334,1.1
12335,1.35
12336,1.06
12337,1.59
12338,5.31
12339,2.73
12340,1.05
12341,2.51
12342,1.53
12343,3.06
12344,3.51
12345,2.27
12346,4.84
12347,4.27
12348,6.09
12349,1.4
12350,3.91
12351,22.44
12352,1.14
12353,1.12
12354,8.2
12355,4.37
12356,288.98
12357,18.48
12358,1.02
12359,1.23
12360,3.67
12361,1.59
12362,1.91
12363,1.02
12364,1.18
12365,1.52
12366,1.69
12367,2.3
12368,1.03
12369,2.01
12370,3.46
12371,2.41
12372,3.71
12373,1.42
12374,1.28
12375,3.76
12376,1.02
12377,1.43
12378,1.93
12379,1.25
12380,3.39
12381,1.35
12382,1.84
12383,1.16
12384,3.67
12385,1.79
12386,2.61
12387,1.69
12388,2.14
12389,12.25
12390,1.47
12391,3.34
12392,1.45
12393,8.2
12394,3.54
12395,4.52
12396,30.51
12397,16.47
12398,15.04
12399,2.88
12400,2.61
12401,1.41
12402,12.09
12403,1.52
12404,2.35
12405,1.52
12406,1.72
12407,1.74
12408,13.09
12409,7.41
12410,1.04
12411,1.06
12412,2.23
12413,1.4
12414,2.07
12415,80.38
12416,1.47
12417,1.29
12418,8.72
12419,3.47
12420,2.8
12421,3.14
12422,4.71
12423,2.18
12424,1.12
12425,4.03
12426,3.06
12427,1.19
12428,1.44
12429,17.48
12430,2.09
12431,8.06
12432,1.12
12433,24.03
12434,9.36
12435,1.78
12436,1.8
12437,1.75
12438,3.87
12439,1.67
12440,2.4
12441,2.2
12442,4.99
12443,1.56
12444,2.29
12445,1.1
12446,1.78
12447,1.79
12448,1.78
12449,1.21
12450,1.38
12451,1.97
12452,1.1
12453,1.0
12454,4.74
12455,1.34
12456,5.28
12457,1.13
12458,1.19
12459,1.81
12460,14.48
12461,1.81
12462,1.1
12463,16.16
12464,5.66
12465,1.9
12466,1.0
12467,2.34
12468,1.66
12469,1.14
12470,1.23
12471,20.64
12472,3.45
12473,2.01
12474,1.28
12475,1.41
12476,7.28
12477,2.35
12478,5.69
12479,4.4
12480,1.44
12481,1.37
12482,4.51
12483,1.2
12484,4.22
12485,3.58
12486,3.72
12487,1.38
12488,2.53
12489,4.52
12490,12.67
12491,4.11
12492,1.26
12493,1.02
12494,2.39
12495,2.88
12496,2.83
12497,1.03
12498,1.29
12499,2.06
12500,3.41
12501,9.83
12502,1.04
12503,1.8
12504,1.15
12505,2.95
12506,1.26
12507,12.88
12508,1.45
12509,1.0
12510,1.67
12511,1.17
12512,3.12
12513,11.94
12514,2.53
12515,17.64
12516,2.15
12517,9.28
12518,3.71
12519,1.86
12520,2.18
12521,1.95
12522,3.23
12523,1.23
12524,1.27
12525,3.15
12526,3.59
12527,3.07
12528,8.09
12529,1.41
12530,1.63
12531,3.11
12532,2.3
12533,1.42
12534,1.35
12535,1.55
12536,1.96
12537,1.72
12538,1.89
12539,1.34
12540,5.65
12541,1.11
12542,2.03
12543,6.41
12544,2.47
12545,1.24
12546,14.88
12547,1.08
12548,2.19
12549,1.07
12550,5.11
12551,1.1
12552,5.67
12553,1.7
12554,1.19
12555,1.01
12556,1.67
12557,7.47
12558,17.13
12559,1.35
12560,1.28
12561,1.34
12562,8.63
12563,12.81
12564,1.57
12565,1.05
12566,2.77
12567,19.78
12568,3.32
12569,1.52
12570,1.25
12571,2.11
12572,1.85
12573,3.05
12574,2.02
12575,1.11
12576,17.84
12577,1.37
12578,1.15
12579,9.85
12580,1.03
12581,1.18
12582,1.3
12583,2.46
12584,1.49
12585,5.57
12586,1.26
12587,1.85
12588,1.81
12589,1.27
12590,3.11
12591,1.05
12592,7.17
12593,2.86
12594,11.59
12595,1.2
12596,32.84
12597,1.82
12598,1.55
12599,1.36
12600,15.59
12601,9.83
12602,1.13
12603,1.58
12604,5.55
12605,4.85
12606,1.12
12607,2.33
12608,47.17
12609,1.0
12610,1.63
12611,1.9
12612,1.27
12613,1.38
12614,2.71
12615,1
12616,1.22
12617,2.3
12618,1.4
12619,3.12
12620,15.0
12621,1.06
12622,10.68
12623,1.15
12624,1.87
12625,1.13
12626,35.68
12627,1.48
12628,2.57
12629,5.17
12630,1.47
12631,68.76
12632,1.93
12633,1.59
12634,3.93
12635,2.55
12636,1.46
12637,1.95
